customer_id	gadget	revenues
K300970	F	59
K300970	G	70
K300970	I	89
K300970	K	112
K300970	L	116
K300980	E	52
K300980	F	56
K300980	G	68
K300980	H	80
K300980	I	89
K300980	J	100
K300990	A	11
K300990	B	20
K300990	C	31
K300990	D	43
K300990	E	50
K300990	F	59
K300990	G	70
K300990	I	88
K300990	J	98
K301000	E	47
K301000	F	62
K301000	G	70
K301010	A	5
K301010	B	18
K301010	C	29
K301010	E	49
K301010	F	60
K301010	G	70
K301010	H	79
K301010	I	95
K301010	J	99
K301020	B	17
K301020	C	27
K301020	D	40
K301020	E	50
K301020	F	64
K301020	G	71
K301020	J	99
K301030	E	47
K301030	F	63
K301030	G	67
K301040	A	9
K301040	B	18
K301040	E	47
K301040	F	59
K301040	G	69
K301040	K	104
K301050	E	50
K301050	F	56
K301050	G	75
K301050	H	79
K301050	I	90
K301050	K	115
K301060	E	46
K301060	G	68
K301060	H	78
K301060	I	95
K301060	J	99
K301070	A	13
K301070	B	18
K301070	C	30
K301070	D	43
K301070	E	50
K301070	F	59
K301070	G	71
K301070	J	105
K301070	K	111
K301080	A	8
K301080	B	21
K301080	C	31
K301080	F	61
K301080	G	70
K301080	H	78
K301080	I	90
K301080	J	95
K301090	E	51
K301090	F	63
K301090	G	65
K301090	K	111
K301090	L	115
K301100	D	41
K301100	E	48
K301100	F	59
K301100	G	68
K301110	A	6
K301110	C	29
K301110	D	38
K301110	E	52
K301110	F	55
K301110	G	68
K301110	L	116
K301120	D	34
K301120	E	53
K301120	F	61
K301120	G	71
K301130	A	9
K301130	B	17
K301130	C	31
K301130	D	45
K301130	E	46
K301130	F	60
K301130	G	70
K301140	E	48
K301140	F	59
K301140	G	66
K301150	B	19
K301150	C	28
K301150	D	39
K301150	E	52
K301150	F	54
K301150	G	68
K301150	H	81
K301150	I	88
K301150	J	99
K301150	K	107
K301150	L	119
K301160	A	8
K301160	B	23
K301160	C	30
K301160	D	38
K301160	E	47
K301160	F	61
K301160	G	70
K301160	H	76
K301160	L	121
K301170	A	10
K301170	B	19
K301170	C	32
K301170	D	40
K301170	E	49
K301170	F	61
K301170	G	71
K301170	H	76
K301170	J	101
K301180	A	9
K301180	B	18
K301180	C	24
K301180	E	52
K301180	G	68
K301180	H	79
K301180	I	91
K301180	J	99
K301190	A	8
K301190	B	25
K301190	D	40
K301190	E	51
K301190	F	63
K301190	G	69
K301190	K	110
K301190	L	119
K301200	E	52
K301200	F	56
K301200	G	64
K301200	K	111
K301200	L	116
K301210	E	53
K301210	F	58
K301210	G	69
K301220	A	14
K301220	B	19
K301220	C	32
K301220	D	42
K301220	E	50
K301220	F	57
K301220	G	71
K301220	I	91
K301220	J	99
K301220	K	110
K301220	L	120
K301230	E	47
K301230	F	62
K301230	G	68
K301230	H	78
K301240	C	31
K301240	E	50
K301240	F	61
K301240	G	66
K301240	K	110
K301240	L	120
K301250	A	8
K301250	B	20
K301250	C	29
K301250	D	41
K301250	E	48
K301250	F	56
K301250	G	72
K301250	H	76
K301250	I	94
K301250	J	102
K301250	L	114
K301260	A	6
K301260	B	21
K301260	C	30
K301260	D	41
K301260	F	56
K301260	G	72
K301270	E	44
K301270	F	63
K301270	G	67
K301280	E	49
K301280	F	59
K301280	G	73
K301290	E	49
K301290	F	54
K301290	G	72
K301290	K	112
K301300	E	50
K301300	F	59
K301300	G	66
K301310	E	44
K301310	F	59
K301310	G	74
K301320	A	8
K301320	B	23
K301320	C	34
K301320	E	47
K301320	F	57
K301320	G	70
K301330	B	19
K301330	C	25
K301330	D	43
K301330	E	53
K301330	F	58
K301330	G	67
K301330	K	116
K301340	E	48
K301340	F	61
K301350	E	48
K301350	F	63
K301350	G	69
K301350	I	90
K301360	E	49
K301360	G	68
K301360	H	79
K301360	I	91
K301360	J	96
K301370	E	45
K301370	F	59
K301370	G	66
K301370	K	105
K301380	E	55
K301380	F	62
K301380	G	71
K301380	H	83
K301380	I	89
K301380	K	108
K301380	L	120
K301390	F	60
K301390	G	67
K301390	H	75
K301390	I	89
K301400	F	61
K301400	G	68
K301410	A	10
K301410	C	30
K301410	D	38
K301410	E	48
K301410	F	58
K301410	G	75
K301410	H	81
K301410	I	89
K301410	J	106
K301410	K	114
K301410	L	118
K301420	E	48
K301420	F	57
K301420	G	68
K301420	H	78
K301420	I	86
K301430	E	50
K301430	F	61
K301430	G	68
K301430	L	115
K301440	E	47
K301440	F	59
K301440	G	70
K301450	E	47
K301450	F	56
K301450	G	73
K301450	I	91
K301450	K	113
K301460	A	6
K301460	B	20
K301460	C	26
K301460	E	56
K301460	F	57
K301460	G	72
K301460	L	119
K301470	E	52
K301470	F	57
K301470	G	71
K301480	E	52
K301480	F	57
K301480	G	70
K301480	H	77
K301480	I	88
K301480	J	100
K301490	B	18
K301490	E	49
K301490	F	61
K301490	G	70
K301500	A	5
K301500	C	31
K301500	D	38
K301500	F	63
K301500	G	69
K301500	K	108
K301500	L	121
K301510	A	7
K301510	B	17
K301510	E	47
K301510	F	62
K301510	G	70
K301510	I	89
K301520	A	9
K301520	C	31
K301520	D	39
K301520	E	49
K301520	F	58
K301520	G	72
K301520	K	108
K301520	L	121
K301530	A	11
K301530	B	23
K301530	C	30
K301530	D	40
K301530	E	50
K301530	F	64
K301530	G	70
K301530	H	82
K301530	J	101
K301530	K	109
K301530	L	120
K301540	E	49
K301540	F	62
K301540	G	68
K301540	I	87
K301540	J	99
K301540	K	115
K301540	L	119
K301550	E	44
K301550	F	57
K301550	G	65
K301560	B	18
K301560	E	52
K301560	F	54
K301560	G	70
K301560	H	76
K301570	A	13
K301570	B	15
K301570	C	32
K301570	D	38
K301570	E	48
K301570	F	57
K301570	G	70
K301580	A	10
K301580	B	18
K301580	C	33
K301580	D	39
K301580	E	49
K301580	F	59
K301580	G	74
K301590	E	53
K301590	F	57
K301590	G	65
K301590	H	82
K301590	I	89
K301600	A	7
K301600	B	25
K301600	C	29
K301600	D	42
K301600	E	47
K301600	F	64
K301600	G	71
K301600	H	80
K301600	I	91
K301600	J	102
K301600	K	112
K301610	A	11
K301610	B	19
K301610	C	24
K301610	D	40
K301610	E	46
K301610	F	60
K301610	G	74
K301610	H	80
K301610	J	96
K301610	K	114
K301610	L	118
K301620	B	15
K301620	E	55
K301620	F	60
K301620	G	64
K301620	L	126
K301630	B	16
K301630	E	47
K301630	F	57
K301630	G	72
K301630	H	79
K301630	I	91
K301630	J	101
K301640	A	11
K301640	C	27
K301640	D	44
K301640	E	48
K301640	F	60
K301640	G	67
K301650	A	12
K301650	E	52
K301650	F	60
K301650	G	72
K301650	H	80
K301650	I	86
K301650	K	106
K301650	L	124
K301660	E	50
K301660	F	58
K301660	G	63
K301670	E	49
K301670	F	61
K301670	G	72
K301680	A	9
K301680	B	18
K301680	C	31
K301680	E	51
K301680	F	63
K301680	G	71
K301680	H	80
K301680	J	103
K301690	A	9
K301690	C	29
K301690	F	61
K301690	G	68
K301690	H	79
K301690	L	123
K301700	A	11
K301700	C	32
K301700	D	39
K301700	E	48
K301700	F	61
K301700	G	71
K301710	E	55
K301710	F	60
K301710	G	68
K301710	H	84
K301710	J	98
K301710	K	113
K301710	L	127
K301720	A	7
K301720	C	24
K301720	E	50
K301720	F	62
K301720	G	69
K301730	A	8
K301730	B	17
K301730	C	30
K301730	D	41
K301730	E	52
K301730	F	58
K301730	G	74
K301730	K	113
K301730	L	120
K301740	E	46
K301740	F	56
K301740	G	72
K301740	K	112
K301750	E	49
K301750	F	57
K301750	G	69
K301750	K	111
K301750	L	116
K301760	A	8
K301760	B	19
K301760	D	41
K301760	F	62
K301760	G	67
K301760	H	81
K301760	J	99
K301760	K	109
K301770	B	21
K301770	D	40
K301770	E	50
K301770	F	59
K301770	G	68
K301780	A	12
K301780	C	30
K301780	E	44
K301780	F	62
K301780	G	72
K301780	H	80
K301780	I	91
K301780	J	94
K301780	K	114
K301790	E	50
K301790	F	55
K301790	G	70
K301790	H	82
K301790	I	89
K301790	J	99
K301800	F	59
K301800	G	71
K301810	A	6
K301810	D	41
K301810	E	53
K301810	F	62
K301810	H	82
K301810	J	97
K301820	A	12
K301820	B	24
K301820	C	26
K301820	D	38
K301820	E	51
K301820	F	59
K301820	G	68
K301820	K	110
K301830	E	50
K301830	F	57
K301830	K	108
K301840	B	15
K301840	E	48
K301840	F	60
K301840	H	80
K301840	I	90
K301840	J	99
K301840	K	107
K301840	L	124
K301850	B	18
K301850	C	27
K301850	D	38
K301850	E	49
K301850	F	60
K301850	G	70
K301850	J	98
K301860	A	4
K301860	B	18
K301860	D	39
K301860	E	47
K301860	F	58
K301860	G	70
K301870	E	54
K301870	G	68
K301880	A	11
K301880	E	52
K301880	F	61
K301880	G	65
K301890	B	23
K301890	E	49
K301890	F	60
K301890	G	73
K301890	K	111
K301890	L	119
K301900	A	9
K301900	C	31
K301900	E	53
K301900	G	68
K301900	H	77
K301900	I	88
K301900	J	98
K301910	E	52
K301910	F	61
K301910	G	70
K301910	L	118
K301920	F	57
K301920	K	106
K301920	L	124
K301930	E	50
K301930	F	60
K301930	G	65
K301940	E	50
K301940	F	60
K301940	G	69
K301940	L	118
K301950	E	47
K301950	F	63
K301950	G	70
K301960	B	18
K301960	C	32
K301960	D	35
K301960	E	54
K301960	F	57
K301960	G	70
K301970	C	34
K301970	E	50
K301970	F	65
K301970	G	69
K301970	K	107
K301980	E	52
K301980	F	60
K301980	G	71
K301980	L	119
K301990	C	30
K301990	E	48
K301990	F	58
K301990	G	70
K302000	B	21
K302000	E	48
K302000	F	63
K302000	G	74
K302000	I	88
K302000	J	99
K302010	E	54
K302010	F	55
K302010	G	69
K302010	I	92
K302020	E	50
K302020	F	61
K302020	G	70
K302030	E	53
K302030	F	58
K302030	G	68
K302040	E	49
K302040	F	61
K302040	G	70
K302040	K	115
K302050	B	18
K302050	F	62
K302050	G	73
K302060	B	17
K302060	E	48
K302060	F	61
K302060	G	71
K302070	D	36
K302070	E	51
K302070	F	63
K302070	G	72
K302070	J	96
K302080	E	49
K302080	F	60
K302080	G	75
K302090	E	50
K302090	F	62
K302090	G	69
K302090	H	79
K302090	I	94
K302100	E	49
K302100	F	60
K302100	G	70
K302100	H	80
K302100	I	92
K302100	J	100
K302110	E	50
K302110	F	59
K302110	G	69
K302120	C	27
K302120	E	50
K302120	F	60
K302120	G	71
K302120	H	82
K302120	J	100
K302130	E	48
K302130	F	60
K302130	G	67
K302130	J	99
K302130	K	111
K302130	L	118
K302140	B	18
K302140	E	49
K302140	F	56
K302140	G	71
K302150	A	5
K302150	C	32
K302150	E	51
K302150	F	62
K302150	G	65
K302150	H	81
K302160	A	6
K302160	B	22
K302160	C	31
K302160	D	44
K302160	E	51
K302160	F	58
K302170	E	51
K302170	F	58
K302170	G	68
K302170	J	95
K302180	E	46
K302180	F	56
K302180	G	69
K302180	H	81
K302180	I	91
K302180	J	100
K302190	A	10
K302190	B	18
K302190	C	33
K302190	E	51
K302190	F	61
K302190	G	68
K302190	H	85
K302190	I	92
K302190	J	103
K302200	A	6
K302200	C	28
K302200	D	37
K302200	E	50
K302200	F	58
K302200	G	68
K302210	D	40
K302210	E	54
K302210	F	59
K302210	G	67
K302220	E	51
K302220	F	63
K302220	G	72
K302220	K	108
K302220	L	118
K302230	A	13
K302230	B	23
K302230	C	30
K302230	E	51
K302230	F	63
K302230	G	69
K302230	K	110
K302230	L	123
K302240	A	10
K302240	E	52
K302240	F	60
K302240	G	66
K302250	E	50
K302250	F	58
K302250	G	71
K302260	E	48
K302260	F	58
K302260	G	73
K302270	E	49
K302270	F	59
K302270	G	71
K302270	H	77
K302270	J	100
K302270	K	110
K302280	E	49
K302280	F	61
K302280	G	73
K302290	C	28
K302290	E	49
K302290	F	59
K302290	G	69
K302300	F	61
K302300	G	70
K302310	F	62
K302310	G	72
K302320	B	16
K302320	D	40
K302320	E	49
K302320	F	61
K302320	G	72
K302330	A	9
K302330	C	30
K302330	D	41
K302330	E	49
K302330	F	64
K302330	G	72
K302340	E	48
K302340	F	57
K302340	G	66
K302340	L	121
K302350	E	48
K302350	F	55
K302350	G	67
K302350	H	80
K302360	E	48
K302360	F	63
K302360	G	66
K302360	L	122
K302370	E	47
K302370	G	71
K302380	A	10
K302380	B	17
K302380	C	25
K302380	D	39
K302380	E	50
K302380	F	60
K302380	G	72
K302390	B	21
K302390	C	33
K302390	E	50
K302390	F	57
K302390	G	67
K302390	J	100
K302390	K	110
K302390	L	118
K302400	E	49
K302400	F	59
K302400	G	73
K302400	H	79
K302400	I	85
K302400	J	99
K302400	L	117
K302410	A	12
K302410	D	40
K302410	E	43
K302410	F	59
K302410	G	69
K302420	E	50
K302420	F	63
K302420	G	69
K302420	H	78
K302420	I	89
K302420	J	100
K302430	E	49
K302430	F	63
K302430	H	80
K302430	I	90
K302430	L	118
K302440	E	47
K302440	F	59
K302440	G	67
K302450	E	50
K302450	F	56
K302450	G	70
K302460	D	38
K302460	E	49
K302460	F	59
K302460	G	72
K302460	K	108
K302470	E	52
K302470	F	58
K302470	G	65
K302470	K	110
K302470	L	119
K302480	A	9
K302480	B	22
K302480	C	30
K302480	D	43
K302480	E	49
K302480	G	71
K302480	H	82
K302480	I	86
K302480	J	97
K302480	K	109
K302480	L	119
K302490	A	10
K302490	B	23
K302490	C	31
K302490	D	35
K302490	E	50
K302490	G	67
K302490	K	107
K302490	L	118
K302500	B	15
K302500	C	33
K302500	E	46
K302500	F	62
K302500	G	69
K302510	E	49
K302510	F	57
K302510	G	71
K302510	H	75
K302520	E	47
K302520	F	62
K302520	G	67
K302520	H	80
K302520	I	88
K302520	J	97
K302530	E	47
K302530	F	61
K302530	G	65
K302540	B	18
K302540	C	27
K302540	D	43
K302540	E	50
K302540	F	58
K302540	G	64
K302540	K	108
K302540	L	121
K302550	A	12
K302550	B	19
K302550	C	31
K302550	D	38
K302550	E	51
K302550	F	60
K302550	G	67
K302560	A	9
K302560	C	30
K302560	E	46
K302560	F	61
K302560	G	71
K302560	J	96
K302560	L	123
K302570	E	53
K302570	G	70
K302570	H	80
K302570	J	98
K302570	K	114
K302580	E	51
K302580	F	64
K302580	G	71
K302590	B	20
K302590	C	30
K302590	D	39
K302590	E	48
K302590	F	61
K302590	G	71
K302590	K	109
K302590	L	120
K302600	E	45
K302600	F	63
K302600	G	68
K302600	H	81
K302600	J	100
K302610	C	29
K302610	D	44
K302610	E	50
K302610	F	56
K302610	G	72
K302610	H	83
K302610	J	97
K302620	E	46
K302620	F	58
K302620	G	68
K302630	E	55
K302630	F	63
K302630	G	67
K302630	I	85
K302630	J	101
K302640	B	21
K302640	E	49
K302640	F	58
K302640	G	68
K302640	J	98
K302640	K	105
K302640	L	116
K302650	E	48
K302650	F	62
K302650	G	72
K302650	H	82
K302650	K	105
K302650	L	115
K302660	B	21
K302660	C	30
K302660	E	49
K302660	F	60
K302660	G	71
K302670	E	50
K302670	F	59
K302670	G	66
K302670	K	109
K302670	L	120
K302680	A	10
K302680	B	20
K302680	C	31
K302680	D	44
K302680	E	51
K302680	F	60
K302680	G	68
K302690	E	54
K302690	F	57
K302690	G	64
K302700	E	47
K302710	A	15
K302710	B	24
K302710	C	32
K302710	D	44
K302710	E	49
K302710	F	57
K302710	G	70
K302720	E	51
K302720	F	59
K302720	G	72
K302720	I	91
K302720	K	109
K302730	E	51
K302730	F	65
K302730	G	70
K302730	H	78
K302730	J	104
K302740	E	47
K302740	F	58
K302740	G	67
K302750	A	5
K302750	D	38
K302750	E	50
K302750	F	61
K302750	G	69
K302750	J	104
K302760	E	48
K302760	F	61
K302760	G	69
K302760	J	100
K302770	A	7
K302770	B	16
K302770	C	36
K302770	D	43
K302770	E	49
K302770	F	61
K302770	G	71
K302770	H	79
K302770	K	110
K302770	L	118
K302780	A	15
K302780	B	19
K302780	C	30
K302780	D	38
K302780	E	45
K302780	F	59
K302780	G	66
K302790	A	11
K302790	D	43
K302790	E	49
K302790	F	56
K302790	G	69
K302790	H	81
K302790	I	89
K302790	J	97
K302790	K	110
K302790	L	118
K302800	A	7
K302800	B	16
K302800	D	44
K302800	E	48
K302800	F	57
K302800	G	68
K302800	L	115
K302810	E	48
K302810	G	68
K302820	E	51
K302820	F	55
K302820	G	71
K302830	E	51
K302830	F	56
K302830	G	68
K302840	C	25
K302840	E	48
K302840	F	56
K302840	G	71
K302840	H	80
K302840	J	102
K302840	L	121
K302850	A	10
K302850	B	21
K302850	C	28
K302850	E	52
K302850	G	69
K302850	H	76
K302850	I	90
K302850	J	100
K302860	A	9
K302860	B	21
K302860	C	28
K302860	D	39
K302860	E	49
K302860	F	61
K302860	G	73
K302860	K	112
K302870	A	13
K302870	E	49
K302870	F	53
K302870	G	72
K302880	A	10
K302880	B	17
K302880	D	39
K302880	E	53
K302880	F	57
K302880	G	68
K302880	K	108
K302880	L	117
K302890	C	29
K302890	E	49
K302890	F	59
K302890	G	72
K302890	K	108
K302890	L	122
K302900	E	49
K302900	F	61
K302900	G	69
K302900	H	77
K302900	I	87
K302900	J	100
K302900	K	116
K302910	A	11
K302910	B	21
K302910	C	32
K302910	D	37
K302910	E	49
K302910	F	58
K302910	G	63
K302910	I	87
K302910	L	118
K302920	A	8
K302920	C	29
K302920	D	41
K302920	F	59
K302920	G	67
K302920	J	100
K302930	E	49
K302930	F	56
K302930	G	64
K302930	H	79
K302930	I	89
K302940	B	20
K302940	E	49
K302940	F	63
K302940	G	70
K302950	C	30
K302950	E	45
K302950	F	58
K302950	G	67
K302950	H	83
K302950	I	94
K302950	J	99
K302950	K	113
K302950	L	118
K302960	E	48
K302960	F	55
K302960	G	72
K302960	K	109
K302960	L	124
K302970	E	53
K302970	F	59
K302970	G	66
K302970	H	79
K302970	I	91
K302970	J	100
K302970	K	115
K302970	L	121
K302980	E	51
K302980	F	53
K302980	G	69
K302980	H	82
K302980	J	94
K302980	K	110
K302980	L	119
K302990	A	7
K302990	B	24
K302990	C	31
K302990	E	48
K302990	G	72
K303000	E	47
K303000	F	61
K303000	G	64
K303010	E	49
K303010	F	59
K303010	G	68
K303020	E	48
K303020	F	59
K303020	G	72
K303030	A	11
K303030	B	19
K303030	C	27
K303030	D	38
K303030	F	62
K303030	G	67
K303040	E	49
K303040	G	70
K303040	J	102
K303050	C	28
K303050	D	38
K303050	E	55
K303050	F	60
K303050	G	72
K303050	K	109
K303050	L	119
K303060	A	10
K303060	C	32
K303060	E	50
K303060	F	62
K303070	C	27
K303070	D	42
K303070	E	49
K303070	F	60
K303070	G	69
K303080	E	47
K303080	G	66
K303090	E	49
K303090	F	58
K303090	G	69
K303090	J	99
K303100	A	9
K303100	B	18
K303100	C	31
K303100	D	41
K303100	E	49
K303100	F	62
K303100	G	74
K303100	L	114
K303110	E	52
K303110	F	57
K303110	G	71
K303110	H	80
K303110	I	84
K303110	J	103
K303120	E	46
K303120	F	62
K303120	G	73
K303120	K	109
K303130	E	47
K303130	F	60
K303130	G	67
K303130	K	105
K303140	E	51
K303140	F	61
K303140	G	70
K303140	H	79
K303150	F	60
K303150	G	69
K303160	E	47
K303160	F	66
K303160	G	70
K303160	H	79
K303160	I	90
K303160	J	97
K303170	E	49
K303170	F	62
K303170	H	76
K303170	K	106
K303170	L	122
K303180	E	53
K303180	G	68
K303180	K	111
K303190	E	51
K303190	F	58
K303190	G	67
K303190	I	89
K303200	A	11
K303200	B	17
K303200	D	35
K303200	F	63
K303200	G	70
K303200	H	80
K303200	I	94
K303200	J	101
K303210	B	17
K303210	E	52
K303210	F	62
K303210	G	76
K303210	H	78
K303210	I	88
K303210	J	99
K303220	B	17
K303220	E	51
K303220	F	61
K303220	G	68
K303220	H	83
K303220	I	87
K303220	J	98
K303230	A	11
K303230	B	21
K303230	C	30
K303230	D	37
K303230	E	51
K303230	F	64
K303230	G	73
K303230	J	100
K303230	K	107
K303240	A	12
K303240	B	21
K303240	C	29
K303240	D	37
K303240	E	47
K303240	F	64
K303240	H	79
K303250	E	49
K303250	F	57
K303250	G	67
K303250	H	80
K303250	J	99
K303260	E	48
K303260	F	58
K303260	G	70
K303270	E	48
K303270	F	59
K303270	G	66
K303270	K	109
K303270	L	120
K303280	E	52
K303280	F	63
K303280	G	69
K303290	E	45
K303290	F	56
K303290	G	65
K303300	C	31
K303300	E	50
K303300	F	58
K303300	G	67
K303300	L	118
K303310	D	42
K303310	E	53
K303310	F	58
K303310	G	70
K303310	H	76
K303310	I	91
K303310	J	102
K303310	K	110
K303310	L	117
K303320	E	51
K303320	F	60
K303320	G	69
K303320	H	80
K303320	I	93
K303320	J	102
K303330	E	47
K303330	F	64
K303330	G	74
K303330	H	76
K303330	I	89
K303340	A	10
K303340	C	26
K303340	D	38
K303340	E	47
K303340	F	61
K303340	G	70
K303340	K	109
K303340	L	121
K303350	E	45
K303350	F	60
K303350	G	67
K303360	E	51
K303360	F	63
K303360	G	71
K303360	L	115
K303370	C	29
K303370	E	52
K303370	F	59
K303370	G	67
K303380	E	55
K303380	F	54
K303380	H	79
K303390	E	45
K303390	F	61
K303390	G	72
K303390	H	78
K303390	I	90
K303390	J	103
K303400	D	39
K303400	E	50
K303400	F	62
K303400	G	64
K303400	K	106
K303410	A	10
K303410	B	19
K303410	E	45
K303410	F	59
K303410	G	68
K303420	A	9
K303420	C	30
K303420	E	53
K303420	F	55
K303420	G	65
K303430	E	50
K303430	F	58
K303430	G	69
K303440	E	51
K303440	F	59
K303440	G	72
K303450	E	52
K303450	F	59
K303450	G	74
K303460	A	10
K303460	B	16
K303460	C	32
K303460	D	42
K303460	E	51
K303460	F	58
K303460	G	67
K303460	K	111
K303460	L	120
K303470	A	7
K303470	E	49
K303470	F	53
K303470	G	68
K303470	L	118
K303480	B	19
K303480	C	30
K303480	D	36
K303480	E	52
K303480	F	61
K303480	G	72
K303480	K	109
K303480	L	119
K303490	A	12
K303490	B	13
K303490	C	31
K303490	D	45
K303490	E	41
K303490	F	58
K303490	G	73
K303490	K	110
K303490	L	115
K303500	A	10
K303500	B	19
K303500	D	39
K303500	E	49
K303500	F	58
K303500	G	68
K303500	H	78
K303500	K	111
K303500	L	116
K303510	E	50
K303510	F	62
K303510	G	72
K303520	A	11
K303520	B	19
K303520	D	38
K303520	E	49
K303520	F	61
K303520	G	71
K303520	H	77
K303520	I	91
K303520	J	98
K303520	L	119
K303530	E	50
K303530	F	58
K303530	G	70
K303530	H	79
K303530	I	90
K303530	J	101
K303540	E	47
K303540	F	61
K303540	G	67
K303550	B	20
K303550	F	61
K303550	G	69
K303550	K	111
K303550	L	118
K303560	A	9
K303560	B	21
K303560	C	26
K303560	D	41
K303560	E	46
K303560	F	58
K303560	G	68
K303560	K	107
K303560	L	121
K303570	A	12
K303570	B	19
K303570	D	37
K303570	E	49
K303570	F	61
K303570	G	70
K303570	L	116
K303580	E	51
K303580	F	64
K303580	G	67
K303580	K	110
K303580	L	118
K303590	E	48
K303590	F	61
K303590	G	73
K303590	K	110
K303590	L	118
K303600	A	11
K303600	B	18
K303600	C	32
K303600	D	41
K303600	E	57
K303600	F	60
K303600	G	72
K303610	E	45
K303610	F	57
K303610	G	71
K303610	H	84
K303610	K	109
K303610	L	122
K303620	B	20
K303620	E	50
K303620	F	60
K303620	G	67
K303630	A	13
K303630	B	25
K303630	C	29
K303630	D	41
K303630	E	50
K303630	F	60
K303640	B	17
K303640	E	49
K303640	F	57
K303640	G	77
K303650	E	52
K303650	F	60
K303650	G	70
K303660	E	51
K303660	F	62
K303660	K	108
K303670	F	57
K303670	G	66
K303680	E	52
K303680	F	56
K303680	G	69
K303680	K	107
K303680	L	121
K303690	E	45
K303690	F	59
K303690	G	70
K303690	H	78
K303690	I	89
K303690	J	100
K303690	L	114
K303700	A	7
K303700	D	41
K303700	E	48
K303700	F	60
K303700	G	67
K303700	J	98
K303710	E	48
K303710	F	58
K303710	G	70
K303720	A	10
K303720	B	18
K303720	C	34
K303720	D	37
K303720	E	49
K303720	F	60
K303720	G	70
K303730	B	18
K303730	E	47
K303730	F	58
K303730	G	74
K303730	J	101
K303730	L	118
K303740	A	8
K303740	B	20
K303740	C	27
K303740	E	50
K303740	F	57
K303740	G	66
K303750	E	52
K303750	F	60
K303750	G	67
K303750	L	119
K303760	E	53
K303760	F	58
K303760	G	67
K303760	I	87
K303770	E	53
K303770	F	60
K303770	G	69
K303770	H	75
K303770	I	87
K303770	J	100
K303770	K	109
K303770	L	120
K303780	B	22
K303780	E	49
K303780	F	56
K303780	G	74
K303780	I	88
K303780	K	101
K303780	L	124
K303790	E	49
K303790	F	63
K303790	G	69
K303790	K	108
K303790	L	119
K303800	E	48
K303800	F	60
K303800	G	69
K303810	E	50
K303810	F	56
K303810	G	68
K303810	H	83
K303810	I	92
K303810	J	101
K303810	K	111
K303810	L	120
K303820	E	51
K303820	F	62
K303820	G	70
K303820	J	102
K303820	K	111
K303830	E	44
K303830	F	58
K303830	G	68
K303840	E	51
K303840	F	58
K303840	G	72
K303840	K	109
K303850	E	48
K303850	F	64
K303850	G	76
K303850	J	103
K303860	E	45
K303860	F	63
K303860	G	66
K303870	E	49
K303870	F	57
K303870	G	70
K303880	A	7
K303880	B	17
K303880	C	24
K303880	D	37
K303880	E	49
K303880	F	58
K303880	G	69
K303880	H	77
K303880	I	87
K303880	J	100
K303880	K	112
K303880	L	117
K303890	E	48
K303890	F	60
K303890	G	67
K303890	K	109
K303890	L	118
K303900	B	20
K303900	C	28
K303900	D	36
K303900	E	48
K303900	F	59
K303900	G	64
K303900	H	82
K303900	I	85
K303900	J	108
K303910	A	11
K303910	B	19
K303910	D	38
K303910	E	45
K303910	F	62
K303910	I	91
K303910	J	103
K303920	E	46
K303920	F	60
K303920	G	73
K303920	H	82
K303930	B	24
K303930	C	27
K303930	D	44
K303930	E	42
K303930	F	59
K303940	F	60
K303940	G	73
K303940	K	112
K303950	E	52
K303950	F	66
K303950	K	103
K303960	E	46
K303960	F	55
K303960	G	66
K303960	H	79
K303960	K	108
K303960	L	118
K303970	B	24
K303970	C	30
K303970	D	37
K303970	E	43
K303970	F	63
K303970	G	75
K303970	K	107
K303980	B	20
K303980	C	28
K303980	D	37
K303980	E	50
K303980	F	59
K303980	G	72
K303980	H	80
K303990	A	10
K303990	B	18
K303990	C	28
K303990	E	48
K303990	F	62
K303990	G	70
K303990	K	113
K303990	L	116
K304000	E	47
K304000	F	57
K304000	G	69
K304000	J	103
K304000	L	120
K304010	E	51
K304010	F	66
K304010	G	71
K304020	A	8
K304020	B	23
K304020	C	26
K304020	D	41
K304020	E	51
K304020	F	57
K304020	G	68
K304030	A	16
K304030	E	48
K304030	F	61
K304030	G	71
K304030	K	106
K304030	L	118
K304040	A	6
K304040	B	24
K304040	D	40
K304040	E	47
K304040	G	68
K304050	E	47
K304050	F	55
K304050	G	70
K304050	L	122
K304060	A	8
K304060	B	21
K304060	C	29
K304060	E	45
K304060	F	56
K304060	G	69
K304070	E	53
K304070	F	59
K304070	G	72
K304080	A	9
K304080	B	21
K304080	C	32
K304080	E	49
K304080	F	58
K304080	G	70
K304090	A	6
K304090	B	18
K304090	C	29
K304090	D	41
K304090	E	52
K304090	F	56
K304090	G	68
K304100	A	9
K304100	B	14
K304100	D	36
K304100	E	50
K304100	F	54
K304100	G	71
K304100	K	108
K304100	L	118
K304110	E	53
K304110	F	59
K304110	G	76
K304110	H	81
K304110	K	106
K304110	L	112
K304120	B	17
K304120	C	31
K304120	D	42
K304120	E	48
K304120	F	58
K304120	G	72
K304130	E	50
K304130	F	58
K304130	G	70
K304140	A	8
K304140	B	16
K304140	C	34
K304140	D	41
K304140	E	51
K304140	F	62
K304140	G	66
K304140	H	80
K304140	I	88
K304150	A	10
K304150	C	27
K304150	D	39
K304150	E	48
K304150	F	57
K304150	G	68
K304150	K	108
K304150	L	120
K304160	E	48
K304160	F	57
K304160	G	73
K304170	E	44
